1,1,308.99,0.01,399.11,117.30999999999999,1,1,1.0
1,2,51.41,61.46,125.38,58.970000000000006,1,1,1.0
1,3,89.27,1.25,233.33000000000004,62.69,1,1,1.0
1,4,0.0,10.56,18.51,34.76,1,1,1.0
2,1,308.89,0.01,399.1,117.11,1,1,1.0
2,2,29.68,54.63,125.38,58.96999999999999,1,1,1.0
2,3,89.27,1.25,233.33000000000004,62.69,1,1,1.0
2,4,0.0,9.32,12.3,34.76,1,1,1.0
3,1,308.79,0.01,399.09999999999997,116.89999999999999,1,1,1.0
3,2,13.54,50.91,124.16,58.96000000000001,1,1,1.0
3,3,89.34,1.24,233.33,62.69,1,1,1.0
3,4,0.0,8.08,5.48,34.760000000000005,1,1,1.0
4,1,308.68,0.01,399.10999999999996,116.69,1,1,1.0
4,2,0.0,49.05,115.98,58.96000000000001,1,1,1.0
4,3,89.41,1.23,233.33,62.690000000000005,1,1,1.0
5,1,308.58,0.01,399.09999999999997,116.49,1,1,1.0
5,2,0.0,49.05,96.7,58.96000000000001,1,1,1.0
5,3,89.47,1.21,233.34,62.69,1,1,1.0
6,1,308.47,0.01,399.11,116.28,1,1,1.0
6,2,0.0,43.46,78.74,60.21,1,1,1.0
6,3,89.54,1.2,233.33999999999997,62.69,1,1,1.0
7,1,308.37,0.01,399.1,116.07,1,1,1.0
7,2,0.0,40.35,60.1,60.21,1,1,1.0
7,3,89.61,1.19,233.32999999999998,62.68,1,1,1.0
8,1,308.27,0.01,399.1,115.86999999999999,1,1,1.0
8,2,0.0,40.35,45.2,60.21,1,1,1.0
8,3,89.68,1.17,233.32999999999998,62.69,1,1,1.0
9,1,308.16,0.01,399.10999999999996,115.66,1,1,1.0
9,2,0.0,40.35,30.3,60.21,1,1,1.0
9,3,89.75,1.16,233.32999999999998,62.690000000000005,1,1,1.0
10,1,308.06,0.01,399.09999999999997,115.44999999999999,1,1,1.0
10,2,0.0,40.35,16.0,60.21,1,1,1.0
10,3,89.82,1.14,233.32999999999998,62.69,1,1,1.0
10,5,913.54,195.53,46.460000000000036,80.69000000000003,1,1,1.0
11,1,307.96,0.01,399.09999999999997,115.24,1,1,1.0
11,3,89.89,1.13,233.33000000000004,62.69,1,1,1.0
11,5,873.82,173.8,86.17999999999995,91.89999999999998,1,1,1.0
12,1,307.85,0.01,399.11,115.03999999999999,1,1,1.0
12,3,89.96,1.12,233.33000000000004,62.690000000000005,1,1,1.0
12,5,822.3,171.3,137.70000000000005,94.39999999999998,1,1,1.0
13,1,307.75,0.0,399.1,114.84,1,1,1.0
13,3,90.03,1.1,233.33,62.69,1,1,1.0
13,5,779.43,157.62,180.57000000000005,108.69999999999999,1,1,1.0
14,1,307.65,0.0,399.1,114.63,1,1,1.0
14,3,90.1,1.09,233.33,62.69,1,1,1.0
14,5,735.4,146.4,224.60000000000002,119.91999999999999,1,1,1.0
14,6,0.0,175.67,18.51,55.24000000000001,1,1,1.0
15,1,307.54,0.0,399.10999999999996,114.43,1,1,1.0
15,3,90.16,1.08,233.34,62.68,1,1,1.0
15,5,693.2,138.3,266.79999999999995,128.01999999999998,1,1,1.0
15,6,0.0,158.9,37.1,86.9,1,1,1.0
16,1,307.44,0.0,399.09999999999997,114.22,1,1,1.0
16,3,90.23,1.06,233.33999999999997,62.69,1,1,1.0
16,5,653.5,137.1,279.79999999999995,129.22,1,1,1.0
16,6,0.0,158.9,54.5,101.20000000000002,1,1,1.0
17,1,307.34,0.0,399.1000000000001,114.01,1,1,1.0
17,3,90.3,1.05,233.32999999999998,62.690000000000005,1,1,1.0
17,5,621.22,124.06,265.48,116.84,1,1,1.0
17,6,0.0,159.52,75.6,114.20000000000002,1,1,1.0
18,1,307.23,0.0,399.11,113.81,1,1,1.0
18,3,90.37,1.03,233.32999999999998,62.69,1,1,1.0
18,5,582.1,116.62,256.79999999999995,116.82999999999998,1,1,1.0
18,6,0.0,165.73,94.8,114.20000000000002,1,1,1.0
19,1,307.13,0.0,399.1,113.6,1,1,1.0
19,3,90.44,1.02,233.32999999999998,62.69,1,1,1.0
19,5,548.58,111.7,245.7199999999999,108.71999999999998,1,1,1.0
19,6,0.0,165.73,117.1,125.97,1,1,1.0
20,1,307.32,0.0,399.09999999999997,113.6,1,1,1.0
20,3,90.51,1.01,233.32999999999998,62.690000000000005,1,1,1.0
20,5,514.4,108.0,238.89999999999998,104.30000000000001,1,1,1.0
20,6,1.86,178.8,145.7,129.0,1,1,1.0
21,1,307.51,0.0,399.1,113.6,1,1,1.0
21,3,90.58,0.99,233.33000000000004,62.69,1,1,1.0
21,5,487.1,108.0,227.10000000000002,104.30000000000001,1,1,1.0
21,6,0.0,188.7,168.7,129.0,1,1,1.0
22,1,307.7,0.0,399.10999999999996,113.6,1,1,1.0
22,3,90.65,0.98,233.33,62.690000000000005,1,1,1.0
22,5,452.3,98.1,261.90000000000003,98.1,1,1,1.0
22,6,0.0,197.4,199.1,138.29999999999998,1,1,1.0
23,1,307.89,0.0,399.11,113.6,1,1,1.0
23,3,90.72,0.96,233.33,62.69,1,1,1.0
